-5.04E-03,0.029
-5.04E-03,0.031
-5.04E-03,0.029
-5.04E-03,0.027
-5.04E-03,0.03
-5.04E-03,0.03
-5.03E-03,0.027
-5.03E-03,0.028
-5.03E-03,0.03
-5.03E-03,0.029
-5.03E-03,0.028
-5.03E-03,0.03
-5.03E-03,0.028
-5.03E-03,0.028
-5.03E-03,0.028
-5.03E-03,0.028
-5.02E-03,0.027
-5.02E-03,0.027
-5.02E-03,0.028
-5.02E-03,0.028
-5.02E-03,0.03
-5.02E-03,0.027
-5.02E-03,0.03
-5.02E-03,0.028
-5.02E-03,0.027
-5.02E-03,0.028
-5.01E-03,0.028
-5.01E-03,0.027
-5.01E-03,0.027
-5.01E-03,0.028
-5.01E-03,0.027
-5.01E-03,0.028
-5.01E-03,0.026
-5.01E-03,0.028
-5.01E-03,0.027
-5.01E-03,0.028
-5.00E-03,0.028
-5.00E-03,0.028
-5.00E-03,0.028
-5.00E-03,0.028
-5.00E-03,0.028
-5.00E-03,0.027
-5.00E-03,0.027
-5.00E-03,0.026
-5.00E-03,0.026
-5.00E-03,0.028
-4.99E-03,0.027
-4.99E-03,0.027
-4.99E-03,0.027
-4.99E-03,0.026
-4.99E-03,0.027
-4.99E-03,0.026
-4.99E-03,0.028
-4.99E-03,0.028
-4.99E-03,0.026
-4.99E-03,0.028
-4.98E-03,0.025
-4.98E-03,0.028
-4.98E-03,0.026
-4.98E-03,0.027
-4.98E-03,0.027
-4.98E-03,0.025
-4.98E-03,0.027
-4.98E-03,0.027
-4.98E-03,0.028
-4.98E-03,0.027
-4.97E-03,0.024
-4.97E-03,0.026
-4.97E-03,0.026
-4.97E-03,0.026
-4.97E-03,0.026
-4.97E-03,0.027
-4.97E-03,0.026
-4.97E-03,0.027
-4.97E-03,0.026
-4.97E-03,0.025
-4.96E-03,0.025
-4.96E-03,0.026
-4.96E-03,0.027
-4.96E-03,0.025
-4.96E-03,0.026
-4.96E-03,0.025
-4.96E-03,0.026
-4.96E-03,0.025
-4.96E-03,0.025
-4.96E-03,0.026
-4.95E-03,0.025
-4.95E-03,0.024
-4.95E-03,0.025
-4.95E-03,0.025
-4.95E-03,0.024
-4.95E-03,0.024
-4.95E-03,0.027
-4.95E-03,0.026
-4.95E-03,0.024
-4.95E-03,0.025
-4.94E-03,0.026
-4.94E-03,0.024
-4.94E-03,0.026
-4.94E-03,0.024
-4.94E-03,0.026
-4.94E-03,0.025
-4.94E-03,0.026
-4.94E-03,0.025
-4.94E-03,0.025
-4.94E-03,0.026
-4.93E-03,0.024
-4.93E-03,0.024
-4.93E-03,0.024
-4.93E-03,0.023
-4.93E-03,0.024
-4.93E-03,0.024
-4.93E-03,0.026
-4.93E-03,0.024
-4.93E-03,0.024
-4.93E-03,0.024
-4.92E-03,0.023
-4.92E-03,0.026
-4.92E-03,0.024
-4.92E-03,0.024
-4.92E-03,0.024
-4.92E-03,0.025
-4.92E-03,0.024
-4.92E-03,0.025
-4.92E-03,0.023
-4.92E-03,0.024
-4.91E-03,0.021
-4.91E-03,0.024
-4.91E-03,0.025
-4.91E-03,0.023
-4.91E-03,0.024
-4.91E-03,0.023
-4.91E-03,0.024
-4.91E-03,0.022
-4.91E-03,0.024
-4.91E-03,0.024
-4.90E-03,0.024
-4.90E-03,0.023
-4.90E-03,0.024
-4.90E-03,0.023
-4.90E-03,0.024
-4.90E-03,0.024
-4.90E-03,0.021
-4.90E-03,0.022
-4.90E-03,0.024
-4.90E-03,0.022
-4.89E-03,0.023
-4.89E-03,0.022
-4.89E-03,0.022
-4.89E-03,0.02
-4.89E-03,0.022
-4.89E-03,0.024
-4.89E-03,0.023
-4.89E-03,0.024
-4.89E-03,0.022
-4.89E-03,0.021
-4.88E-03,0.022
-4.88E-03,0.022
-4.88E-03,0.023
-4.88E-03,0.02
-4.88E-03,0.022
-4.88E-03,0.023
-4.88E-03,0.022
-4.88E-03,0.021
-4.88E-03,0.022
-4.88E-03,0.023
-4.87E-03,0.02
-4.87E-03,0.022
-4.87E-03,0.022
-4.87E-03,0.023
-4.87E-03,0.021
-4.87E-03,0.021
-4.87E-03,0.023
-4.87E-03,0.02
-4.87E-03,0.02
-4.87E-03,0.021
-4.86E-03,0.021
