-5.04E-03,0.036
-5.04E-03,0.036
-5.04E-03,0.035
-5.04E-03,0.036
-5.04E-03,0.036
-5.04E-03,0.035
-5.03E-03,0.034
-5.03E-03,0.036
-5.03E-03,0.033
-5.03E-03,0.035
-5.03E-03,0.034
-5.03E-03,0.036
-5.03E-03,0.035
-5.03E-03,0.035
-5.03E-03,0.034
-5.03E-03,0.034
-5.02E-03,0.035
-5.02E-03,0.037
-5.02E-03,0.035
-5.02E-03,0.034
-5.02E-03,0.033
-5.02E-03,0.036
-5.02E-03,0.034
-5.02E-03,0.034
-5.02E-03,0.034
-5.02E-03,0.034
-5.01E-03,0.036
-5.01E-03,0.036
-5.01E-03,0.034
-5.01E-03,0.036
-5.01E-03,0.034
-5.01E-03,0.035
-5.01E-03,0.033
-5.01E-03,0.034
-5.01E-03,0.034
-5.01E-03,0.034
-5.00E-03,0.034
-5.00E-03,0.035
-5.00E-03,0.035
-5.00E-03,0.033
-5.00E-03,0.034
-5.00E-03,0.034
-5.00E-03,0.033
-5.00E-03,0.034
-5.00E-03,0.034
-5.00E-03,0.032
-4.99E-03,0.034
-4.99E-03,0.033
-4.99E-03,0.034
-4.99E-03,0.035
-4.99E-03,0.034
-4.99E-03,0.033
-4.99E-03,0.035
-4.99E-03,0.033
-4.99E-03,0.034
-4.99E-03,0.033
-4.98E-03,0.034
-4.98E-03,0.033
-4.98E-03,0.034
-4.98E-03,0.032
-4.98E-03,0.032
-4.98E-03,0.035
-4.98E-03,0.035
-4.98E-03,0.034
-4.98E-03,0.033
-4.98E-03,0.032
-4.97E-03,0.032
-4.97E-03,0.032
-4.97E-03,0.034
-4.97E-03,0.034
-4.97E-03,0.031
-4.97E-03,0.031
-4.97E-03,0.031
-4.97E-03,0.032
-4.97E-03,0.033
-4.97E-03,0.033
-4.96E-03,0.032
-4.96E-03,0.033
-4.96E-03,0.031
-4.96E-03,0.033
-4.96E-03,0.033
-4.96E-03,0.03
-4.96E-03,0.034
-4.96E-03,0.033
-4.96E-03,0.031
-4.96E-03,0.032
-4.95E-03,0.033
-4.95E-03,0.033
-4.95E-03,0.031
-4.95E-03,0.031
-4.95E-03,0.031
-4.95E-03,0.031
-4.95E-03,0.032
-4.95E-03,0.033
-4.95E-03,0.03
-4.95E-03,0.032
-4.94E-03,0.032
-4.94E-03,0.031
-4.94E-03,0.03
-4.94E-03,0.032
-4.94E-03,0.033
-4.94E-03,0.031
-4.94E-03,0.032
-4.94E-03,0.031
-4.94E-03,0.033
-4.94E-03,0.03
-4.93E-03,0.032
-4.93E-03,0.031
-4.93E-03,0.031
-4.93E-03,0.03
-4.93E-03,0.031
-4.93E-03,0.031
-4.93E-03,0.03
-4.93E-03,0.031
-4.93E-03,0.032
-4.93E-03,0.03
-4.92E-03,0.03
-4.92E-03,0.03
-4.92E-03,0.031
-4.92E-03,0.029
-4.92E-03,0.031
-4.92E-03,0.03
-4.92E-03,0.029
-4.92E-03,0.032
-4.92E-03,0.031
-4.92E-03,0.029
-4.91E-03,0.031
-4.91E-03,0.03
-4.91E-03,0.031
-4.91E-03,0.031
-4.91E-03,0.032
-4.91E-03,0.029
-4.91E-03,0.031
-4.91E-03,0.03
-4.91E-03,0.03
-4.91E-03,0.029
-4.90E-03,0.031
-4.90E-03,0.031
-4.90E-03,0.03
-4.90E-03,0.03
-4.90E-03,0.031
-4.90E-03,0.03
-4.90E-03,0.031
-4.90E-03,0.03
-4.90E-03,0.03
-4.90E-03,0.029
-4.89E-03,0.027
-4.89E-03,0.03
-4.89E-03,0.03
-4.89E-03,0.03
-4.89E-03,0.03
-4.89E-03,0.029
-4.89E-03,0.029
-4.89E-03,0.03
-4.89E-03,0.03
-4.89E-03,0.028
-4.88E-03,0.029
-4.88E-03,0.028
-4.88E-03,0.027
-4.88E-03,0.03
-4.88E-03,0.029
-4.88E-03,0.029
-4.88E-03,0.028
-4.88E-03,0.029
-4.88E-03,0.028
-4.88E-03,0.029
-4.87E-03,0.028
-4.87E-03,0.028
-4.87E-03,0.03
-4.87E-03,0.028
-4.87E-03,0.029
-4.87E-03,0.028
-4.87E-03,0.029
-4.87E-03,0.028
-4.87E-03,0.028
-4.87E-03,0.028
-4.86E-03,0.03
-4.86E-03,0.028
-4.86E-03,0.029
-4.86E-03,0.028
-4.86E-03,0.029
-4.86E-03,0.028
-4.86E-03,0.028
-4.86E-03,0.028
-4.86E-03,0.029
-4.86E-03,0.027
-4.85E-03,0.029
-4.85E-03,0.027
-4.85E-03,0.028
-4.85E-03,0.028
-4.85E-03,0.027
-4.85E-03,0.026
-4.85E-03,0.028
-4.85E-03,0.028
